shipment_no,log,current_status
C1768913,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768940,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768938,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634798,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634849,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768939,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768937,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634799,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768941,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634814,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768912,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768936,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634813,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768943,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768935,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768933,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768934,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768931,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634812,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634797,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768932,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634789,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634810,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769118,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634787,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768911,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634786,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768930,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634809,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769333,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634785,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768929,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768927,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634784,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768928,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768926,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634782,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634780,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768924,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634779,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634808,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768915,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768916,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768917,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768918,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768919,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768920,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768921,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768922,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768923,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768900,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634805,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634778,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768875,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634781,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634777,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768904,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634802,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634803,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634815,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768899,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634776,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634771,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634774,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768897,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634801,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634773,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634796,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634764,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768898,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768896,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768877,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634763,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634761,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768895,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634762,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768893,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768892,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634770,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634769,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634759,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768891,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634758,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768901,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768890,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768894,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634739,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634747,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634757,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768889,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634756,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768888,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634738,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634736,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768886,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768887,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634735,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634734,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768885,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634732,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634755,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634731,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634733,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768883,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634729,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634730,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634754,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634728,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768873,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634753,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768882,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634727,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768881,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768876,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634744,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768879,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768880,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768874,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634752,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634745,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634726,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634751,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634723,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768858,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768833,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634722,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768834,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634721,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768857,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768856,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634800,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769308,"[['NA', 'NA', 'NA']]",PA - In Transit
N1634719,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634717,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634718,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634720,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768855,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768861,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634749,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768854,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768853,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768852,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768851,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634705,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634750,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768862,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634743,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768850,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634703,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768848,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634712,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634715,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634714,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768832,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768847,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634713,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634701,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634700,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768846,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768864,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768844,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634687,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768831,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634662,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634699,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768863,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634675,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768843,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634698,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634676,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634697,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634696,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768842,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768841,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634672,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634670,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634668,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634683,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768839,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634669,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634685,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768840,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634694,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634684,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768865,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768837,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634667,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634664,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768838,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768836,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634692,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634663,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768860,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634661,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768820,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634665,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634691,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768819,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634660,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634659,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768807,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634690,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768818,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634625,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634688,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768817,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634689,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634656,"[['PA - In Transit', '2024-10-14 13:29:33', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1770881,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin'], ['PA - Not Delivered', '2024-10-15 09:37:39', 'Admin']]",PA - Not Delivered
C1770880,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770875,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770878,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770877,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770876,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770874,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770872,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770870,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770871,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770869,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770868,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770866,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770867,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770865,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770864,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770873,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770879,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770859,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770858,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770857,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770851,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770835,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770825,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
C1770821,"[['PA - In Transit', '2024-10-15 09:35:24', 'Admin']]",PA - In Transit
